"","applicant_name","year","quarter","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_7","classification_8","inventor_1","previous_application_stripe","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","sum_patents","treat_date"
"173","Climeworks",2020,1,"Shaped cellulose article comprising activated carbon, in particular as support for co2 adsorbents",NA,NA,"WO-2020165048-A1",NA,2020-02-07,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Paul O'connor",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"174","8 Rivers - Origen",2022,2,"Grid-energy firming process",NA,NA,"GB-202001961-D0",NA,2020-02-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,"Capture and storage",NA,NA,NA,1300,1800,1000,170,830,0,0,NA,1711,570,1100,278,0,"1",300,-500,822,1,5,2022-06-30
"175","8 Rivers - Origen",2022,2,"Process for heat generation",NA,NA,"GB-202001956-D0",NA,2020-02-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,"Capture and storage",NA,NA,NA,1300,1800,1000,170,830,0,0,NA,1711,570,1100,278,0,"1",300,-500,822,1,5,2022-06-30
"176","Origen",2022,2,"Grid-energy firming process",NA,NA,"GB-202001961-D0",NA,2020-02-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"Capture and storage",NA,NA,NA,1370,NA,1370,NA,NA,NA,NA,NA,6250,1925,4325,NA,0,"0",0,0,0,0,5,2022-06-30
"177","Origen",2022,2,"Process for heat generation",NA,NA,"GB-202001956-D0",NA,2020-02-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"Capture and storage",NA,NA,NA,1370,NA,1370,NA,NA,NA,NA,NA,6250,1925,4325,NA,0,"0",0,0,0,0,5,2022-06-30
"178","IndigoAg",2020,1,"Modulated nutritional quality traits in seeds",NA,NA,"US-11178876-B2",NA,2020-03-16,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Raymond Riley, Slavica Djonovic, Nancy Vosnidou, Vasileios Bitas",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"179","8 Rivers",2021,4,"Process for controlling oxidant flows in operation of a power generation plant",NA,NA,"US-2020284194-A1",NA,2020-03-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Yasunori Iwai, Masao Itoh, Shinju SUZUKI, Jeremy Eron Fetvedt, Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"180","8 Rivers",2021,4,"Process for regulating flows in operation of a power generation plant",NA,NA,"US-2020284189-A1",NA,2020-03-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Yasunori Iwai, Masao Itoh, Shinju SUZUKI, Yuichi MORISAWA, Jeremy Eron Fetvedt, Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"181","IndigoAg",2020,1,"Endophyte compositions and the methods for improvement of plant traits",NA,NA,"US-2021051964-A1",NA,2020-03-26,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Raymond Riley",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"182","Praan",2021,4,"Filter-less intelligent air purification device","US",NA,"US11772103B2","US16/833,205",2020-03-27,2020,30,0,NA,NA,NA,NA,NA,NA,"Angad Daryani, Arjun Sabnis, Prothvi Rathaur, Amira Tobasi, Patrick Finley",0,1,0,"Mumbai, India","dac,mineralization",365,0,1000,800,NA,3000,NA,NA,NA,NA,NA,365,3.52,365,NA,NA,"0",-2200,0,0,0,2,2021-12-05
"183","Climeworks",2020,1,"High throughput direct air capture device and method of its operation",NA,NA,"US-2022176310-A1",NA,2020-04-01,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Roger Suter, Benjamin Megerle, Nicolas REPOND, Christoph Gebald, Jan AndrÃ© Wurzbacher",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"184","Carbofex",2020,1,"Method and apparatus for the treatment of a water layer at a bottom of a body of water","International","WO2020208303A1","WO2020208303A1","PCT/FI2020/050228",2020-04-07,2020,5,0,"C02F3/223 Activated sludge processes using circulation pipes using ""air-lift""","C02F7/00 Aeration of stretches of water","C02F1/001 Processes for the treatment of water whereby the filtration technique is of importance","C02F1/281 Treatment of water, waste water, or sewage by sorption using inorganic sorbents","Y02W10/10 Biological treatment of water, waste water, or sewage","C02F2103/007 Contaminated open waterways, rivers, lakes or ponds","Sampo Tukiainen",0,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,100,NA,NA,NA,NA,2500,NA,NA,2000,NA,NA,"0",0,0,0,0,3,2020-05-18
"185","Carbofex",2020,1,"Method and apparatus for the manufacturing of non-energent biocoal with thermal treatment","EU","EP3953435A4","EP3953435A4","EP20786772.2A ",2020-04-07,2020,9,0,"C10B47/44 Other processes in ovens with mechanical conveying means with conveyor-screws","C10B47/44 Other processes in ovens with mechanical conveying means with conveyor-screws","B01D2251/2067 Urea"," C10L2290/02 Combustion or pyrolysis","Y02E50/30 Fuel from waste, e.g. synthetic alcohol or diesel"," C10B57/005 After-treatment of coke, e.g. calcination desulfurization","Sampo Tukiainen",0,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,100,NA,NA,NA,NA,2500,NA,NA,2000,NA,NA,"0",0,0,0,0,3,2020-05-18
"186","Carbofex",2020,1,"Method and apparatus for the manufacturing of non-energent biocoal with thermal treatment.","Worldwide","OA20387A","OA20387A","OA1202100458",2020-04-07,2020,0,0,NA,NA,NA,NA,NA,NA,"Sampo Tukiainen",0,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,100,NA,NA,NA,NA,2500,NA,NA,2000,NA,NA,"0",0,0,0,0,3,2020-05-18
"187","Carbofex",2021,2,"Method and apparatus for the treatment of a water layer at a bottom of a body of water","International","WO2020208303A1","WO2020208303A1","PCT/FI2020/050228",2020-04-07,2020,5,0,"C02F3/223 Activated sludge processes using circulation pipes using ""air-lift""","C02F7/00 Aeration of stretches of water","C02F1/001 Processes for the treatment of water whereby the filtration technique is of importance","C02F1/281 Treatment of water, waste water, or sewage by sorption using inorganic sorbents","Y02W10/10 Biological treatment of water, waste water, or sewage","C02F2103/007 Contaminated open waterways, rivers, lakes or ponds","Sampo Tukiainen",1,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,208.7,NA,NA,NA,NA,NA,1151,51,1151,NA,NA,"0",-108.7,0,0,0,3,2021-05-17
"188","Carbofex",2021,2,"Method and apparatus for the manufacturing of non-energent biocoal with thermal treatment","EU","EP3953435A4","EP3953435A4","EP20786772.2A ",2020-04-07,2020,9,0,"C10B47/44 Other processes in ovens with mechanical conveying means with conveyor-screws","C10B47/44 Other processes in ovens with mechanical conveying means with conveyor-screws","B01D2251/2067 Urea"," C10L2290/02 Combustion or pyrolysis","Y02E50/30 Fuel from waste, e.g. synthetic alcohol or diesel"," C10B57/005 After-treatment of coke, e.g. calcination desulfurization","Sampo Tukiainen",1,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,208.7,NA,NA,NA,NA,NA,1151,51,1151,NA,NA,"0",-108.7,0,0,0,3,2021-05-17
"189","Carbofex",2021,2,"Method and apparatus for the manufacturing of non-energent biocoal with thermal treatment.","Worldwide","OA20387A","OA20387A","OA1202100458",2020-04-07,2020,0,0,NA,NA,NA,NA,NA,NA,"Sampo Tukiainen",1,1,0,"Tampere, Finland","biomass,biochar",2431,1,755,100,NA,208.7,NA,NA,NA,NA,NA,1151,51,1151,NA,NA,"0",-108.7,0,0,0,3,2021-05-17
"190","CarbonCure",2020,1,"Carbonation of concrete aggregates","US",NA,"US-2022194852-A1",NA,2020-04-27,2020,NA,0,NA,NA,NA,NA,NA,NA,"Michael Thomas, George Sean Monkman, Alex HANMORE, Dean Paul Forgeron",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"191","8 Rivers",2021,4,"Systems and methods for carbon capture",NA,NA,"US-11285437-B2",NA,2020-05-01,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Xijia Lu, Brock Alan Forrest, Jeremy Eron Fetvedt, Navid Rafati",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"192","8 Rivers",2021,4,"Closed Cycle Inventory Control",NA,NA,"KR-20220008861-A",NA,2020-05-16,2020,NA,NA,NA,NA,NA,NA,NA,NA,"ì œë ˆë¯¸ ì—ë¡  íŽ˜íŠ¸ë² íŠ¸, ë¸Œë¡ ì•Œëž€ í¬ë ˆìŠ¤íŠ¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"193","8 Rivers",2021,4,"Power production with co-generation of additional products",NA,NA,"KR-20220020842-A",NA,2020-06-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,"ì‹œì§€ì•„ ë£¨, ëª¨í•¨ë§ˆë“œ ë¼íŒŒí‹°, ë¸Œë¡ ì•Œëž€ í¬ë ˆìŠ¤íŠ¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"194","Climeworks",2020,1,"Adsorber structure for gas separation processes",NA,NA,"WO-2020254208-A1",NA,2020-06-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Roger Suter, Artur TSCHENSE, Benjamin Megerle, Nicolas REPOND, Christoph Gebald, Jan AndrÃ© Wurzbacher",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"195","8 Rivers",2021,4,"Carbon dioxide capture, products incorporating or produced using captured carbon dioxide, and economic benefits associated with such products",NA,NA,"US-2020407222-A1",NA,2020-06-26,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Glenn William Brown, JR., Brock Alan Forrest, Damian Beauchamp",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"196","8 Rivers",2021,4,"Alkaline Removal of CO2 from Gas Streams with Simultaneous Generation of Chemicals",NA,NA,"KR-20220038076-A",NA,2020-07-02,2020,NA,NA,NA,NA,NA,NA,NA,NA,"ì‹œì§€ì•„ ë£¨, ë¸Œë¡ ì•¨ëŸ° í¬ë ˆìŠ¤íŠ¸, ë§ˆì¼ì¦ˆ ì•Œ. íŒ”ë¨¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"197","IndigoAg",2020,1,"Crop yield forecasting models",NA,NA,"US-2022261928-A1",NA,2020-07-08,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Nicholas Malizia, Ying Xu, Jonathon Bechtel, Mark Friedl",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"198","IndigoAg",2020,1,"Streptomyces Endophyte Compositions and Methods for Improved Agronomic Traits in Plants",NA,NA,"US-2021204505-A1",NA,2020-07-15,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Slavica Djonovic, Elizabeth Alexa MCKENZIE, Gerardo TOLEDO, Craig Sadowski, Geoffrey von Maltzahn, Karen V. Ambrose, Xuecheng Zhang, David Morris Johnston, Trudi A. GULICK",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"199","Solugen",2021,2,"Methods and compositions for the treatment of produced water",NA,NA,NA,NA,2020-07-30,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Tom SWANSON, Sean HUNT, Gaurab Chakrabarti, Jun Su An",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"200","Solugen",2021,2,"Multifunctional additive for use in wellbore servicing",NA,NA,NA,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su AN, Jason Helander, Paul Schuber, Andrew Mordh, Tom Swanson, Chris Arceo, David Laperouse, William Crimmins",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"201","8 Rivers",2021,4,"Flame control in an oxyfuel combustion process",NA,NA,"AU-2020338423-A1",NA,2020-08-26,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt, Brock Alan Forrest, Xijia LU, Scott Thomas MARTIN",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"202","8 Rivers",2021,4,"Eye Safety Diffused Beam Wireless Optical Communication System",NA,NA,"KR-20220065010-A",NA,2020-09-17,2020,NA,NA,NA,NA,NA,NA,NA,NA,"ìœŒë¦¬ì—„ ì œì´. ë¸Œë¼ìš´, í•œë‚˜ í´ë¼í¬",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"203","Emissol",2022,4,"Exhaust gas mixer, system, and method of using",NA,NA,"US-2022403766-A1",NA,2020-09-29,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Mansour Masoudi, Jacob Roy HENSEL, Edward Benjamin TEGELER, IV, Nikolai Alex POLIAKOV",0,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,6,2022-12-15
"204","CarbonCure",2020,1,"Methods and compositions for treatment of concrete reclaimed water","Australia",NA,"AU-2020363709-A1",NA,2020-10-07,2020,NA,0,NA,NA,NA,NA,NA,NA,"Kevin Cail, Dean Paul Forgeron, Alex HANMORE, Travis Aaron JANKE, George Sean Monkman, Paul J. Sandberg",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"205","Takachar",2022,4,"System and method for the control of biomass conversion systems",NA,NA,"AU2020384273A1",NA,2020-11-11,2020,1,0,NA,NA,NA,NA,NA,NA,"Kevin Kung, Vidyut Mohan",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4760,NA,NA,"0",NA,0,0,0,2,2022-12-15
"206","8 Rivers",2021,4,"Direct capture of carbon dioxide",NA,NA,"KR-20220104056-A",NA,2020-12-03,2020,NA,NA,NA,NA,NA,NA,NA,NA,"ì• ë¤ ê³ í”„, ë‹¤ë¯¸ì•ˆ ë³´ì±”í”„, ì œë ˆë¯¸ ì—ë¡  íŽ˜íŠ¸ë²§íŠ¸, ë§ˆì¼ì¦ˆ ì•Œ. íŒ”ë¨¸, ì‹œì§€ì•„ ë£¨, ë‹¤ë‹ˆì—˜ ëž˜ìŠ¤ë³¸",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"207","High Hopes Labs",2023,3,"Gaseous matter capture system and method",NA,NA,"EP3890868A1","EP20901305.1A",2020-12-17,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Eran Oren",0,1,0,NA,NA,NA,NA,NA,700,NA,1000,NA,NA,NA,NA,NA,NA,NA,129000,NA,NA,"0",-300,0,0,0,2,2023-09-01
"208","IndigoAg",2020,1,"Method for propagating microorganisms within plant bioreactors and stably storing microorganisms within agricultural seeds",NA,NA,"US-2021363480-A1",NA,2020-12-17,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Birgit MITTER, Muhammad NAVEED, Teresa BERNINGER, Stephane COMPANT, Angela SESSITSCH, Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Slavica Djonovic, Luis Miguel Marquez, David Morris Johnston, Yves Alain Millet, Jeffrey Lyford, Jonathan W. Leff, Phillip Samayoa, Craig Sadowski",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"209","IndigoAg",2020,1,"Agricultural endophyte-plant compositions, and methods of use",NA,NA,"US-2021372997-A1",NA,2020-12-30,2020,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Allison JACK, David Morris Johnston, Slavica Djonovic, Luis Miguel Marquez, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Alexander Naydich",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"210","CarbonTo Stone",2022,4,"Methods and processes for the use of calcium- and magnesium-bearing oxides, hydroxides, and silicates; calcium- and magnesium-bearing aqueous streams to capture, convert, and store carbon dioxide and produce hydrogen","EU",NA,"EP-4085022-A1",NA,2021-01-04,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Greeshma GADIKOTA",0,1,1,NA,"DAC",NA,NA,NA,394,394,393.3,150.6,243.3,0,0,NA,2250000,7750000,1269,846,0,"1",0.699999999999989,0,423,1,4,2022-12-15
"211","Solugen",2021,2,"Multifunctional additive",NA,NA,NA,NA,2021-01-06,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas Swanson, Jun Su AN, Paul T. Schuber, Jason Helander",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"212","Solugen",2021,2,"Compositions, systems and methods for production of value-added chemicals",NA,NA,NA,NA,2021-01-06,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Toni M. LEE, Shuai Qian, Brian F. FISHER, Konrad MILLER, Philipp Wiemann, Gaurab Chakrabarti, Sean HUNT",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"213","8 Rivers",2021,4,"Systems and methods for power production using a carbon dioxide working fluid",NA,NA,"US-11560838-B2",NA,2021-01-14,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"214","8 Rivers",2021,4,"Control systems and methods suitable for use with power production systems and methods",NA,NA,"AU-2021200548-B2",NA,2021-01-29,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Jeremy Eron Fetvedt",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"215","Solugen",2021,2,"Protective compositions for use in systems comprising industrial water",NA,NA,NA,NA,2021-02-05,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su AN, Jason Helander, Chris Arceo, Paul T. Schuber, LoongYi Tan, Donald A. Johnson, Frederyk Ngantung",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"216","Solugen",2021,2,"Systems and methods for generating water treatment plans",NA,NA,NA,NA,2021-02-05,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su AN, Thomas Swanson, Paul T. Schuber, Andrew Mordh",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"217","Running Tide",2021,2,"System and methods for the cultivation of aquatic animals",NA,NA,"US-11647735-B2",NA,2021-02-10,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Nate MERRILL, Stephen Zadesky",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"218","8 Rivers - Origen",2022,2,"Process the generation of gaseous fuels",NA,NA,"AU-2021220323-A1",NA,2021-02-11,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Tim KRUGER",1,1,1,NA,"Capture and storage",NA,NA,NA,1300,1800,1000,170,830,0,0,NA,1711,570,1100,278,0,"1",300,-500,822,1,5,2022-06-30
"219","8 Rivers - Origen",2022,2,"Calcination process",NA,NA,"CA-3167459-A1",NA,2021-02-11,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Tim KRUGER",1,1,1,NA,"Capture and storage",NA,NA,NA,1300,1800,1000,170,830,0,0,NA,1711,570,1100,278,0,"1",300,-500,822,1,5,2022-06-30
"220","Origen",2022,2,"Process the generation of gaseous fuels",NA,NA,"AU-2021220323-A1",NA,2021-02-11,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Tim KRUGER",1,1,0,NA,"Capture and storage",NA,NA,NA,1370,NA,1370,NA,NA,NA,NA,NA,6250,1925,4325,NA,0,"0",0,0,0,0,5,2022-06-30
"221","Origen",2022,2,"Calcination process",NA,NA,"CA-3167459-A1",NA,2021-02-11,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Tim KRUGER",0,1,0,NA,"Capture and storage",NA,NA,NA,1370,NA,1370,NA,NA,NA,NA,NA,6250,1925,4325,NA,0,"0",0,0,0,0,5,2022-06-30
"222","Solugen",2021,2,"Compositions and methods for producing 2, 5-furandicarboxylic acid",NA,NA,NA,NA,2021-02-25,2021,NA,NA,NA,NA,NA,NA,NA,NA,"æ‰˜å°¼Â·MÂ·æŽ, é’±å¸…, å¸ƒé‡Œæ©Â·FÂ·è´¹å¸Œå°”, é£žåˆ©æµ¦Â·ç»´æ›¼, æ±‰æ–¯-çº¦å°”æ ¼Â·éŸ¦å°”å…‹, é«˜æ‹‰å¸ƒÂ·æŸ¥å…‹æ‹‰å·´é‡Œæ, è‚–æ©Â·äº¨ç‰¹, åº·æ‹‰å¾·Â·VÂ·ç±³å‹’",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"223","8 Rivers",2021,4,"Control systems and methods suitable for use with power production systems and methods",NA,NA,"US-11473509-B2",NA,2021-03-04,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt, Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"224","Solugen",2021,2,"Compositions and methods for producing glucose oxidation products",NA,NA,NA,NA,2021-03-06,2021,NA,NA,NA,NA,NA,NA,NA,NA,"æ‰˜å°¼Â·MÂ·æŽ, é’±å¸…, å¸ƒé‡Œæ©Â·FÂ·è´¹å¸Œå°”, è¨æ‹‰Â·å”å®, é«˜æ‹‰å¸ƒÂ·æŸ¥å…‹æ‹‰å·´é‡Œæ, è‚–æ©Â·äº¨ç‰¹",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"225","Mission Zero Technologies",2021,2,"Method of capturing a target species from a gas",NA,NA,"GB-202103806-D0",NA,2021-03-18,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,5,2021-05-17
"226","IndigoAg",2020,1,"Seed-origin endophyte populations, compositions, and methods of use.",NA,NA,"MX-2021003499-A",NA,2021-03-24,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Maltzahn Geoffrey Von, Richard Flavell, Gerardo V Toledo, Slavica Djonovic, Luis Miguel Marquez, David Morris Johnston, Yves Alain Millet, Jeffrey Lyford, Alexander Naydich, Craig Sadowski",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"227","Solugen",2021,2,"Compositions and methods for improved precious metal extraction from ore",NA,NA,NA,NA,2021-03-25,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Frederyk Ngantung",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"228","Solugen",2021,2,"Bitter masking agent",NA,NA,NA,NA,2021-03-29,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Jason HELANDER, Frederyk Ngantung, LoongYi TAN, Catherine GONZALEZ",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"229","Solugen",2021,2,"Sulfide scavenging using biodegradable complexes",NA,NA,NA,NA,2021-04-05,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Paul Schuber, Toni M. Lee, Jun Su AN, Jason Helander, Tom Swanson, Gaurab Chakrabarti, Sean Hunt, Chris Arceo",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"230","Nitricity",2022,4,"Systems and processes for producing fixed-nitrogen compounds",NA,NA,"US-2021331135-A1",NA,2021-04-26,2021,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Michael MCENANEY, John Anthony SCHWALBE, Nicolas Hunter PINKOWSKI, Brian Andrew ROHR",0,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,6,2022-12-15
