"","applicant_name","year","quarter","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","effective_date","decision_date","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","assignee","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_5","classification_6","classification_7","classification_8","inventor_1","previous_application_stripe","sum_patents","treat_date"
"116","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"SYSTEM AND METHOD FOR THE PRODUCTION OF COMBINED ENERGY AND THE PRODUCTION OF HYDROGEN",NA,NA,"BR-112019009408-B1",NA,2017-11-09,2017,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,77,NA
"117","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Sistema e mÃ©todo para a produÃ§Ã£o de energia combinada e a produÃ§Ã£o de hidrogÃªnio",NA,NA,"BR-112019009408-B1",NA,2017-11-09,2017,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,77,NA
"118","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Methods for the removal of co2 from atmospheric air or other co2-containing gas in order to achieve co2 emissions reductions or negative co2 emissions",NA,NA,"US-2020061519-A1",NA,2017-11-10,2017,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexander SPITERI, Valentin GUTKNECHT, Jan Andre WURZBACHER, Christoph Gebald",0,29,2020-05-18
"119","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Gas turbine installation",NA,NA,"JP-2018048646-A",NA,2017-11-22,2017,"ï¼˜ ãƒªãƒãƒ¼ã‚º ã‚­ãƒ£ãƒ”ã‚¿ãƒ«ï¼Œã‚¨ãƒ«ã‚¨ãƒ«ã‚·ãƒ¼, ï¼˜  ãƒªãƒãƒ¼ã‚º  ã‚­ãƒ£ãƒ”ã‚¿ãƒ«ï¼Œã‚¨ãƒ«ã‚¨ãƒ«ã‚·ãƒ¼, 8 Rivers Capital Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ä¼Šæ±ã€€æ­£é›„, Masao Ito, æ­£é›„ ä¼Šæ±, ä¿¡åš æ²–åœ’, Nobuhiro Okisono, ä¿¡åš æ²–åœ’, ç§€å¹¸ å‰ç”°, Hideyuki Maeda, ç§€å¹¸ å‰ç”°, å²©äº•ã€€ä¿æ†², Yasunori Iwai, ä¿æ†² å²©äº•",0,77,NA
"120","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"METHODS FOR IMPROVING A TRAIT OF AGRONOMIC IMPORTANCE IN A SOYBEAN, WHEAT, PEANUT AND RICE PLANT, AGROCHEMICALLY ACTIVE MICROBIAL FORMULATION AND SYNTHETIC COMPOSITION",NA,NA,"BR-112019018234-B1",NA,2017-12-01,2017,"Indigo Ag, Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raymond Riley",0,45,NA
"121","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"MÃ©todos de aprimoramento de um traÃ§o de importÃ¢ncia agronÃ´mica em uma planta de soja, de trigo, de amendoim e de arroz, formulaÃ§Ã£o microbiana agroquimicamente ativa e composiÃ§Ã£o sintÃ©tica",NA,NA,"BR-112019018234-B1",NA,2017-12-01,2017,"Indigo Ag, Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raymond Riley",0,45,NA
"122","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System for free-space optical communication and lidar",NA,NA,"US-2018196139-A1",NA,2018-01-05,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"William J. Brown, Hannah Clark, Michael W. Adams, Glenn William Brown, JR., Miles R. Palmer",0,77,NA
"123","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System and method for the combustion of solid fuels and their derivatives",NA,NA,"KR-20190122814-A",NA,2018-01-12,2018,"8 ë¦¬ë²„ìŠ¤ ìºí”¼íƒˆ, ì—˜ì—˜ì”¨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ì œë ˆë¯¸ ì—ë¡  íŽ˜íŠ¸ë² íŠ¸, ì‹œì§€ì•„ ë£¨, í¬ë¦¬ìŠ¤ ë³´ë‹í•˜, ì œìž„ìŠ¤ ë ˆë„ì¸ , ìŠ¤í…ŒíŒ ì¸ ì¹ ë Œ, í•«ì‚° ì••ë‘˜ì‚¬í…Œë¥´, ë¸Œë ŒíŠ¸ ê·¸ë ˆê³ ë¦¬",0,77,NA
"124","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Heat exchanger comprising one or more plate assemblies with a plurality of interconnected channels and related method",NA,NA,"US-10670347-B2",NA,2018-02-02,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt",0,77,NA
"125","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Process for the production of hydrogen",NA,NA,"US-10882743-B2",NA,2018-02-02,2018,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul O'Connor",0,29,2020-05-18
"126","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Hydrogen peroxide production method, system, and apparatus",NA,NA,NA,NA,2018-02-12,2018,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaurab Chakrabarti",0,40,NA
"127","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Systems and methods for improving efficiency of electroantimagnetic launchers",NA,NA,"WO-2018158746-A1",NA,2018-03-02,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miles R. Palmer, Cam HOSIE",0,77,NA
"128","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Precarbonation of cement mixes","US",NA,"US-2019077045-A1",NA,2018-03-05,2018,"Carboncure Technologies Inc.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Kevin Cail, Paul J. Sandberg, Mark MacDonald, Joshua Jeremy Brown",0,26,2020-05-18
"129","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Low-pressure drop structure of particle adsorbent bed for adsorption gas separation process",NA,NA,"US-11285425-B2",NA,2018-05-08,2018,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sebastian SAUERBECK, Christoph Gebald, Jan AndrÃ© Wurzbacher",0,29,2020-05-18
"130","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Systems and methods for removing combustion products from a power generation cycle",NA,NA,"ZA-201803108-B",NA,2018-05-11,2018,"8 Rivers Capital Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Xijia Lu, Scott Thomas Martin",0,77,NA
"131","Droneseed",2020,1,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,NA,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",NA,0,0,0,NA,NA,"Aerial deployment planting methods and systems",NA,NA,"US-10212876-B2",NA,2018-05-21,2018,"Droneseed Co.",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew M. AGHAI, Grant CANARY, John Thomson, Robert Alexander Krob",0,4,NA
"132","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System and method for high efficiency power generation using a carbon dioxide circulating working fluid",NA,NA,"US-2018291805-A1",NA,2018-06-13,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Miles R. Palmer, Glenn William Brown, JR., Jeremy Eron Fetvedt, Brock Alan Forrest",0,77,NA
"133","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Methods and compositions for treatment of concrete wash water","US",NA,"US-2020282595-A1",NA,2018-06-20,2018,"Carboncure Technologies, Inc.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Paul J. Sandberg, Kevin Cail, Dean Paul Forgeron, Mark MacDonald",0,26,2020-05-18
"134","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System and method for power production with solid fuel combustion and carbon capture",NA,NA,"WO-2019016766-A1",NA,2018-07-19,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xijia LU, Brock Alan Forrest, Miles R. Palmer",0,77,NA
"135","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Production of low pressure liquid carbon dioxide from a power production system and method",NA,NA,"US-11231224-B2",NA,2018-07-27,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Brock Alan Forrest, Jeremy Eron Fetvedt",0,77,NA
"136","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Machine learning in agricultural planting, growing, and harvesting contexts",NA,NA,"US-11263707-B2",NA,2018-08-07,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Patrick Perry, Geoffrey Albert von Maltzahn, Robert Berendes, Eric Michael Jeck, Barry Loyd Knight, Rachel Ariel Raymond, Ponsi Trivisvavet, Justin Y H Wong, Neal Hitesh Rajdev, Marc-Cedric Joseph Meunier, Casey James Leist, Pranav Ram Tadi, Andrea Lee Flaherty, Charles David Brummitt, Naveen Neil Sinha, Jordan Lambert, Jonathan Hennek, Carlos Becco, Mark Allen, Daniel Bachner, Fernando Derossi, Ewan Lamont, Rob Lowenthal, Dan Creagh, Steve Abramson, Ben Allen, Jyoti Shankar, Chris Moscardini, Jeremy Crane, David Weisman, Gerard Keating, Lauren Moores, William Pate",0,45,NA
"137","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"AUTOMATIC LEARNING IN AGRICULTURAL PLANTATION, GROWTH AND HARVEST CONTEXTS",NA,NA,"AR-112970-A1",NA,2018-08-08,2018,"Indigo Ag Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rachel Ariel Raymond, Barry Loyd Knight, Eric Michael Jeck, Robert Berendes, Maltzahn Geoffrey Albert Von, David Patrick Perry, Marc Meunier, Joseph - Rajdev Neal Hitesh Cedric, Justin Y H Wong, Ponsi Trivisvavet, Rob Lowenthal, Ewan Lamont, Fernando Derossi, Daniel Bachner, Mark Allen, Carlos Becco, Jonathan Hennek, Jordan Lambert, Naveen Neil Sinha, Charles David Brummitt, Andrea Lee Flaherty, Pranav Ram Tadi, Casey James Leist, Jr Charles Vincent Michell, William Pate, Lauren Moores, Gerard Keating, David Weisman, Jeremy Crane, Chris Moscardini, Jyoti Shankar, Ben Allen, Steve Abramson, Dan Creagh",0,45,NA
"138","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Low grade thermal optimization of recovered supercritical CO2 power cycles",NA,NA,"KR-20200041977-A",NA,2018-08-27,2018,"8 ë¦¬ë²„ìŠ¤ ìºí”¼íƒˆ, ì—˜ì—˜ì”¨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ë¸Œë¡ ì•Œëž€ í¬ë ˆìŠ¤íŠ¸",0,77,NA
"139","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Markers of plant health",NA,NA,"US-2019085352-A1",NA,2018-09-18,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barry S. Goldman, Max E. Winston, Allison Perrotta",0,45,NA
"140","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Agricultural endophyte-plant compositions, and methods of use",NA,NA,"US-10912303-B2",NA,2018-10-03,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Allison JACK, David Morris Johnston, Slavica Djonovic, Luis Miguel Marquez, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Alexander Naydich",0,45,NA
"141","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Methods and compositions for treatment of concrete wash water","US",NA,"US-2019168416-A1",NA,2018-10-09,2018,"Carboncure Technologies Inc.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Mark MacDonald, Dean Paul Forgeron",0,26,2020-05-18
"142","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Latent Representations of Phylogeny to Predict Organism Phenotype",NA,NA,"US-2019130999-A1",NA,2018-10-25,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob N. Oppenheim, Tristan Bepler",0,45,NA
"143","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Materials for the direct capture of carbon dioxide from atmospheric air",NA,NA,"US-11612879-B2",NA,2018-11-08,2018,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christoph Gebald, Jan AndrÃ© Wurzbacher, Angelo VARGAS, Aylin TÃ¼rkan KÃœLÃœR, Mathis BAUMANN, Alexander SPITERI, Tobias NIEBEL",0,29,2020-05-18
"144","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Systems and methods for production and separation of hydrogen and carbon dioxide",NA,NA,"US-11066298-B2",NA,2018-11-09,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mohammad Rafati, Rodney John Allam",0,77,NA
"145","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Device for effective capturing and concentration of c02 from gaseous streams in a radial bed adsorber",NA,NA,"EP-3710135-A1",NA,2018-11-13,2018,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sjoerd Daamen, Sasa Marinic, Igor Vlaceslavovic BABICH, Gerrit VAN PUTTEN, Paul O'connor",0,29,2020-05-18
"146","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Plant-endophyte combinations and uses therefor",NA,NA,"US-2019166848-A1",NA,2018-12-06,2018,"Ait Austrian Institute Of Technology Gmbh, Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birgit MITTER, Milica Pastar, Angela SESSITSCH, Karen AMBROSE, Xuecheng Zhang, Guenther REICHENBERGER, Nikolaus PFAFFENBICHLER",0,45,NA
"147","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Designed complex endophyte compositions and methods for improved plant traits",NA,NA,"US-2019335759-A1",NA,2018-12-14,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karen V. Ambrose, Brett A. Boghigian, Slavica Djonovic, Paul Andrew Gray, Gerardo V. Toledo, Luis Miguel Marquez, Julianne Naomi Pelaez, Geoffrey von Maltzahn",0,45,NA
"148","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Modular, wireless optical antenna",NA,NA,"US-10355782-B2",NA,2018-12-20,2018,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael W. Adams, William J. Brown, Dayong Zhou, Hannah Clark",0,77,NA
"149","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Endophytes, associated compositions, and methods of use",NA,NA,"US-11570993-B2",NA,2018-12-20,2018,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Jonathan W. Leff, Phillip Samayoa, Luis Miguel Marquez, David Morris Johnston, Slavica Djonovic, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Karen V. Ambrose, Xuecheng Zhang",0,45,NA
"150","Mote",2022,2,1,0,NA,NA,NA,NA,NA,250,NA,420,NA,NA,NA,NA,NA,4000,1092,4000,NA,NA,"0",-170,0,0,0,NA,NA,"Carbon Dioxide Capture Systems",NA,NA,"US-2019209961-A1",NA,2019-01-08,2019,"Mote, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrick Kennedy, Harshul Thakkar",0,4,NA
"151","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Hybrid fossil fuel and solar heated supercritical carbon dioxide power generating system and method",NA,NA,"US-2019153937-A1",NA,2019-01-29,2019,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miles R. Palmer, Jeremy Eron Fetvedt, David Arthur Freed, Glenn William Brown, JR.",0,77,NA
"152","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System for multi-channel spread-beam optical wireless communication",NA,NA,"KR-20200122367-A",NA,2019-02-21,2019,"8 ë¦¬ë²„ìŠ¤ ìºí”¼íƒˆ, ì—˜ì—˜ì”¨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ë°ì´ë¹„ë“œ í”„ë¦¬ë“œ, ìœŒë¦¬ì—„ ì œì´. ë¸Œë¼ìš´, í•œë‚˜ í´ë¼í¬, ë§ˆì¼ìŠ¤ ì•Œ. íŒ”ë¨¸",0,77,NA
"153","Droneseed",2020,1,1,0,"WA, USA","forests,reforestation",31027,1,51,8.23,NA,NA,NA,NA,NA,NA,584,NA,NA,400,NA,NA,"0",NA,0,0,0,NA,NA,"Aerial deployment planting methods and systems",NA,NA,"WO-2019226208-A1",NA,2019-02-25,2019,"Droneseed Co.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew M. AGHAI, Grant Canary, John Thomson, Robert Alexander KROB",0,4,NA
"154","Climate Foundation Marine Permaculture",2021,2,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,NA,NA,"STRUCTURES AND METHODS TO CULTIVATE PHOTOSYNTHETIC ORGANISMS AND SIMULTANEOUSLY CAPTURE SOLAR ENERGY",NA,NA,"ES-2794273-R1",NA,2019-03-28,2019,"The Climate Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herzen Brian Von",0,10,NA
"155","Emissol",2022,4,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,NA,NA,"Methods and equipment to control urea mixers to reduce NOx emissions from combustion engines",NA,NA,"JP-2021519888-A",NA,2019-03-29,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ãƒžã‚½ã‚¦ãƒ‡ã‚£ï¼Œãƒžãƒ³ã‚¹ãƒ¼ãƒ«, å››ä¸–ï¼Œã‚¨ãƒ‰ãƒ¯ãƒ¼ãƒ‰ï¼Œãƒ“ãƒ¼ï¼Ž ãƒ†ã‚²ãƒ©ãƒ¼, å››ä¸–ï¼Œã‚¨ãƒ‰ãƒ¯ãƒ¼ãƒ‰ï¼Œãƒ“ãƒ¼ï¼Ž ãƒ†ã‚²ãƒ©ãƒ¼, ãƒ˜ãƒ³ã‚¼ãƒ«ï¼Œã‚¸ã‚§ã‚¤ã‚³ãƒ–ï¼Œã‚¢ãƒ¼ãƒ«ï¼Ž",0,6,NA
"156","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Plants containing beneficial endophytes",NA,NA,"US-2019297897-A1",NA,2019-04-08,2019,"Indigo Ag, Inc., Ait Austrian Institute Of Technology Gmbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birgit MITTER, Muhammad NAVEED, Teresa BERNINGER, Stephane COMPANT, Angela SESSITSCH, Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Slavica Djonovic, Luis Miguel Marquez, David Morris Johnston, Yves Alain Millet, Jeffrey Lyford, Jonathan W. Leff, Phillip Samayoa, Craig Sadowski",0,45,NA
"157","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"MANAGING THE INTERACTION IN AN ONLINE AGRICULTURE SYSTEM",NA,NA,"AR-114834-A1",NA,2019-04-24,2019,"Indigo Ag Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney Connor, Philip Gabriel Sheets-Poling, Nathan Post, Robert Berendes, Maltzahn Geoffrey Albert Von, Neal Hitesh Rajdev, Rachel Ariel Raymond, Eric Michael Jeck, Barry Loyd Knight, David Patrick Perry, Lisa Hoopes, Andrew Luther, Michael Hall, Brian Birtwistle, Justin Y H Wong, Jacqueline Li, Frank Crespo, Misha Sidorsky, Kearney Klein, Ean Shaughnessy Wahl Mullins, Jonathan Hennek",0,45,NA
"158","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Process for the preparation of homogeneous hybrid materials",NA,NA,"CA-3098517-A1",NA,2019-05-28,2019,"Climeworks Ag, Paul O'connor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul O'connor",0,29,2020-05-18
"159","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Efficient method and device for adsorption/desorption of carbon dioxide from gas streams",NA,NA,"US-11420149-B2",NA,2019-06-05,2019,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christoph Gebald, Nicolas REPOND, Jan AndrÃ© Wurzbacher, Anca Elena TIMOFTE, Istvan Meszaros, Benjamin KEUSCH",0,29,2020-05-18
"160","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"System and method for high efficiency power generation using a carbon dioxide circulating working fluid",NA,NA,"AU-2019203986-B2",NA,2019-06-06,2019,"8 Rivers Capital, Llc, Palmer Labs, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Glenn William Brown Jr., Jeremy Eron Fetvedt, Brock Alan Forrest, Miles R. Palmer",0,77,NA
"161","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Modular, wireless optical antenna",NA,NA,"US-2020396524-A1",NA,2019-06-13,2019,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael W. Adams, William J. Brown, Dayong Zhou, Hannah Clark",0,77,NA
